time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_group,characteristic,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_read_progress_eligible_pupils,t_read_progress_score,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_mat_progress_eligible_pupils,t_mat_progress_score,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_writta_progress_eligible_pupils,t_writta_progress_score,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,avg_read_progress_score,avg_read_progress_score_upper_ci,avg_read_progress_score_lower_ci,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,avg_mat_progress_score,avg_mat_progress_score_upper_ci,avg_mat_progress_score_lower_ci,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,avg_writta_progress_score,avg_writta_progress_score_upper_ci,avg_writta_progress_score_lower_ci,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background FSM eligible,State-funded schools,Boys,1215,1571,641,57,1576,793,189,639,131,3,7,z,1418,141272,z,z,1576,914,256,528,123,2,6,z,1441,147372,1576,955,256,493,117,2,5,z,1444,147227,z,z,1571,875,132,446,z,z,z,z,z,z,125,39,37,z,39,3,7,z,z,1571,1012,549,4,6,41,4,50,12,41,8,0,0,z,100,z,z,z,58,16,34,8,0,0,z,102,61,16,31,7,0,0,z,102,z,z,z,56,8,28,z,z,z,z,z,z,8,2,2,z,2,0,0,z,z,z,64,35,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background FSM eligible,State-funded schools,Girls,1136,1411,686,67,1418,807,209,524,75,6,5,z,1323,133532,z,z,1418,953,329,383,71,5,5,z,1335,139101,1418,895,201,443,66,8,5,z,1336,135945,z,z,1411,959,187,317,z,z,z,z,z,z,70,20,17,z,25,3,0,z,z,1411,990,418,3,0,49,5,57,15,37,5,0,0,z,101,z,z,z,67,23,27,5,0,0,z,104,63,14,31,5,1,0,z,102,z,z,z,68,13,22,z,z,z,z,z,z,5,1,1,z,2,0,0,z,z,z,70,30,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background FSM eligible,State-funded schools,Total,2010,2982,1327,124,2994,1600,398,1163,206,9,12,z,2741,274804,z,z,2994,1867,585,911,194,7,11,z,2776,286473,2994,1850,457,936,183,10,10,z,2780,283172,z,z,2982,1834,319,763,z,z,z,z,z,z,195,59,54,z,64,6,7,z,z,2982,2002,967,7,6,45,4,53,13,39,7,0,0,z,100,z,z,z,62,20,30,6,0,0,z,103,62,15,31,6,0,0,z,102,z,z,z,62,11,26,z,z,z,z,z,z,7,2,2,z,2,0,0,z,z,z,67,32,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background Not known to be FSM eligible,State-funded schools,Boys,6586,16089,8705,1166,16108,9940,3100,5068,922,39,131,z,14940,1528318,z,z,16107,11200,4379,3852,877,39,124,z,15042,1577893,16108,12152,4225,3083,704,46,109,z,15224,1597049,z,z,16090,10675,1926,3625,z,z,z,z,z,z,970,285,201,z,186,48,100,z,z,16091,12248,3689,56,98,54,7,62,19,31,6,0,1,z,102,z,z,z,70,27,24,5,0,1,z,105,75,26,19,4,0,1,z,105,z,z,z,66,12,23,z,z,z,z,z,z,6,2,1,z,1,0,1,z,z,z,76,23,0,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background Not known to be FSM eligible,State-funded schools,Girls,6375,15296,9173,1518,15315,10251,3805,4248,654,26,110,z,14447,1497093,z,z,15313,11721,5119,2826,617,21,105,z,14543,1548026,15314,11410,3395,3237,515,38,88,z,14637,1525743,z,z,15296,11655,3104,2476,z,z,z,z,z,z,577,182,130,z,116,49,111,z,z,15295,12139,3000,50,106,60,10,67,25,28,4,0,1,z,104,z,z,z,77,33,18,4,0,1,z,106,75,22,21,3,0,1,z,104,z,z,z,76,20,16,z,z,z,z,z,z,4,1,1,z,1,0,1,z,z,z,79,20,0,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background Not known to be FSM eligible,State-funded schools,Total,8698,31385,17878,2684,31423,20191,6905,9316,1576,65,241,z,29387,3025411,z,z,31420,22921,9498,6678,1494,60,229,z,29585,3125919,31422,23562,7620,6320,1219,84,197,z,29861,3122792,z,z,31386,22330,5030,6101,z,z,z,z,z,z,1547,467,331,z,302,97,211,z,z,31386,24387,6689,106,204,57,9,64,22,30,5,0,1,z,103,z,z,z,73,30,21,5,0,1,z,106,75,24,20,4,0,1,z,105,z,z,z,71,16,19,z,z,z,z,z,z,5,1,1,z,1,0,1,z,z,z,78,21,0,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma FSM eligible,State-funded schools,Boys,301,362,43,0,363,79,9,204,61,12,6,z,260,24412,z,z,363,75,7,210,57,14,4,z,282,26700,363,98,6,189,56,15,4,z,284,26976,z,z,362,80,2,131,z,z,z,z,z,z,73,31,24,z,10,8,5,z,z,362,111,237,8,6,12,0,22,2,56,17,3,2,z,94,z,z,z,21,2,58,16,4,1,z,95,27,2,52,15,4,1,z,95,z,z,z,22,1,36,z,z,z,z,z,z,20,9,7,z,3,2,1,z,z,z,31,65,2,2
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma FSM eligible,State-funded schools,Girls,280,343,62,2,345,104,16,197,40,2,2,z,291,27702,z,z,345,106,12,194,38,4,2,z,298,28852,345,95,8,205,39,4,2,z,296,28263,z,z,343,123,8,140,z,z,z,z,z,z,57,16,2,z,2,0,3,z,z,343,132,207,1,3,18,1,30,5,57,12,1,1,z,95,z,z,z,31,3,56,11,1,1,z,97,28,2,59,11,1,1,z,95,z,z,z,36,2,41,z,z,z,z,z,z,17,5,1,z,1,0,1,z,z,z,38,60,0,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma FSM eligible,State-funded schools,Total,519,705,105,2,708,183,25,401,101,14,8,z,551,52114,z,z,708,181,19,404,95,18,6,z,580,55552,708,193,14,394,95,19,6,z,580,55239,z,z,705,203,10,271,z,z,z,z,z,z,130,47,26,z,12,8,8,z,z,705,243,444,9,9,15,0,26,4,57,14,2,1,z,95,z,z,z,26,3,57,13,3,1,z,96,27,2,56,13,3,1,z,95,z,z,z,29,1,38,z,z,z,z,z,z,18,7,4,z,2,1,1,z,z,z,34,63,1,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma Not known to be FSM eligible,State-funded schools,Boys,500,719,99,4,729,167,29,375,158,18,11,z,513,48344,z,z,728,189,20,367,143,22,7,z,552,52868,728,235,26,330,131,24,8,z,562,54107,z,z,719,173,8,268,z,z,z,z,z,z,117,70,51,z,24,3,13,z,z,720,237,467,4,12,14,1,23,4,51,22,2,2,z,94,z,z,z,26,3,50,20,3,1,z,96,32,4,45,18,3,1,z,96,z,z,z,24,1,37,z,z,z,z,z,z,16,10,7,z,3,0,2,z,z,z,33,65,1,2
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma Not known to be FSM eligible,State-funded schools,Girls,504,763,150,3,764,223,34,415,108,10,7,z,615,58570,z,z,764,265,44,380,98,12,8,z,641,62653,764,243,26,405,93,15,7,z,644,61605,z,z,763,292,19,257,z,z,z,z,z,z,122,41,23,z,13,8,7,z,z,763,287,461,8,7,20,0,29,4,54,14,1,1,z,95,z,z,z,35,6,50,13,2,1,z,98,32,3,53,12,2,1,z,96,z,z,z,38,2,34,z,z,z,z,z,z,16,5,3,z,2,1,1,z,z,z,38,60,1,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma Not known to be FSM eligible,State-funded schools,Total,827,1482,249,7,1493,390,63,790,266,28,18,z,1128,106914,z,z,1492,454,64,747,241,34,15,z,1193,115521,1492,478,52,735,224,39,15,z,1206,115712,z,z,1482,465,27,525,z,z,z,z,z,z,239,111,74,z,37,11,20,z,z,1483,524,928,12,19,17,0,26,4,53,18,2,1,z,95,z,z,z,30,4,50,16,2,1,z,97,32,3,49,15,3,1,z,96,z,z,z,31,2,35,z,z,z,z,z,z,16,7,5,z,2,1,1,z,z,z,35,63,1,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish FSM eligible,State-funded schools,Boys,130,138,57,4,138,74,21,41,20,2,1,z,115,11702,z,z,138,74,17,43,19,2,0,z,117,11954,138,85,14,37,14,2,0,z,121,12217,z,z,138,71,7,39,z,z,z,z,z,z,17,4,3,z,4,0,0,z,z,138,85,53,0,0,41,3,54,15,30,14,1,1,z,102,z,z,z,54,12,31,14,1,0,z,102,62,10,27,10,1,0,z,101,z,z,z,51,5,28,z,z,z,z,z,z,12,3,2,z,3,0,0,z,z,z,62,38,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish FSM eligible,State-funded schools,Girls,114,118,52,1,118,66,23,44,3,5,0,z,110,11149,z,z,118,74,25,37,3,4,0,z,111,11432,118,61,5,51,3,3,0,z,112,11128,z,z,118,76,14,29,z,z,z,z,z,z,8,3,1,z,1,0,0,z,z,118,70,48,0,0,44,1,56,19,37,3,4,0,z,101,z,z,z,63,21,31,3,3,0,z,103,52,4,43,3,3,0,z,99,z,z,z,64,12,25,z,z,z,z,z,z,7,3,1,z,1,0,0,z,z,z,59,41,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish FSM eligible,State-funded schools,Total,234,256,109,5,256,140,44,85,23,7,1,z,225,22851,z,z,256,148,42,80,22,6,0,z,228,23386,256,146,19,88,17,5,0,z,233,23345,z,z,256,147,21,68,z,z,z,z,z,z,25,7,4,z,5,0,0,z,z,256,155,101,0,0,43,2,55,17,33,9,3,0,z,102,z,z,z,58,16,31,9,2,0,z,103,57,7,34,7,2,0,z,100,z,z,z,57,8,27,z,z,z,z,z,z,10,3,2,z,2,0,0,z,z,z,61,39,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish Not known to be FSM eligible,State-funded schools,Boys,574,685,489,91,685,558,253,108,17,1,1,z,666,71188,z,z,685,568,274,97,17,1,1,z,665,71569,685,576,251,91,15,1,2,z,667,71261,z,z,685,540,140,114,z,z,z,z,z,z,19,4,6,z,1,0,1,z,z,685,603,81,0,1,71,13,81,37,16,2,0,0,z,107,z,z,z,83,40,14,2,0,0,z,108,84,37,13,2,0,0,z,107,z,z,z,79,20,17,z,z,z,z,z,z,3,1,1,z,0,0,0,z,z,z,88,12,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish Not known to be FSM eligible,State-funded schools,Girls,556,651,506,115,652,566,302,76,9,1,0,z,641,69602,z,z,652,583,305,59,9,1,0,z,642,69995,652,552,190,90,9,1,0,z,641,68045,z,z,651,580,208,59,z,z,z,z,z,z,5,3,2,z,2,0,0,z,z,651,595,56,0,0,78,18,87,46,12,1,0,0,z,109,z,z,z,89,47,9,1,0,0,z,109,85,29,14,1,0,0,z,106,z,z,z,89,32,9,z,z,z,z,z,z,1,0,0,z,0,0,0,z,z,z,91,9,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish Not known to be FSM eligible,State-funded schools,Total,1014,1336,995,206,1337,1124,555,184,26,2,1,z,1307,140790,z,z,1337,1151,579,156,26,2,1,z,1307,141564,1337,1128,441,181,24,2,2,z,1308,139306,z,z,1336,1120,348,173,z,z,z,z,z,z,24,7,8,z,3,0,1,z,z,1336,1198,137,0,1,74,15,84,42,14,2,0,0,z,108,z,z,z,86,43,12,2,0,0,z,108,84,33,14,2,0,0,z,107,z,z,z,84,26,13,z,z,z,z,z,z,2,1,1,z,0,0,0,z,z,z,90,10,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage FSM eligible,State-funded schools,Boys,150,170,25,0,170,46,2,78,33,12,1,z,120,11510,z,z,170,43,4,79,34,13,1,z,122,11820,170,54,7,73,28,14,1,z,124,12119,z,z,170,42,0,63,z,z,z,z,z,z,28,14,12,z,6,3,2,z,z,170,60,106,2,2,15,0,27,1,46,19,7,1,z,96,z,z,z,25,2,46,20,8,1,z,97,32,4,43,16,8,1,z,98,z,z,z,25,0,37,z,z,z,z,z,z,16,8,7,z,4,2,1,z,z,z,35,62,1,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage FSM eligible,State-funded schools,Girls,140,159,30,1,160,55,9,79,15,10,1,z,134,13003,z,z,160,58,11,79,15,7,1,z,137,13530,160,47,6,89,16,7,1,z,136,13011,z,z,159,70,5,53,z,z,z,z,z,z,23,5,3,z,4,0,1,z,z,159,64,94,0,1,19,1,34,6,49,9,6,1,z,97,z,z,z,36,7,49,9,4,1,z,99,29,4,56,10,4,1,z,96,z,z,z,44,3,33,z,z,z,z,z,z,14,3,2,z,3,0,1,z,z,z,40,59,0,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage FSM eligible,State-funded schools,Total,273,329,55,1,330,101,11,157,48,22,2,z,254,24513,z,z,330,101,15,158,49,20,2,z,259,25350,330,101,13,162,44,21,2,z,260,25130,z,z,329,112,5,116,z,z,z,z,z,z,51,19,15,z,10,3,3,z,z,329,124,200,2,3,17,0,31,3,48,15,7,1,z,97,z,z,z,31,5,48,15,6,1,z,98,31,4,49,13,6,1,z,97,z,z,z,34,2,35,z,z,z,z,z,z,16,6,5,z,3,1,1,z,z,z,38,61,1,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage Not known to be FSM eligible,State-funded schools,Boys,68,72,19,1,73,34,6,26,12,1,0,z,60,5936,z,z,73,25,5,37,10,1,0,z,62,6068,73,35,6,26,10,2,0,z,60,5943,z,z,72,24,1,25,z,z,z,z,z,z,11,3,4,z,4,1,0,z,z,72,37,33,1,1,26,1,47,8,36,16,1,0,z,99,z,z,z,34,7,51,14,1,0,z,98,48,8,36,14,3,0,z,99,z,z,z,33,1,35,z,z,z,z,z,z,15,4,6,z,6,1,0,z,z,z,51,46,1,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage Not known to be FSM eligible,State-funded schools,Girls,56,62,19,0,62,28,7,26,4,3,0,z,53,5253,z,z,62,29,9,26,3,3,0,z,55,5511,62,21,6,34,3,3,0,z,55,5386,z,z,62,29,4,27,z,z,z,z,z,z,4,1,1,z,0,0,0,z,z,62,30,32,0,0,31,0,45,11,42,6,5,0,z,99,z,z,z,47,15,42,5,5,0,z,100,34,10,55,5,5,0,z,98,z,z,z,47,6,44,z,z,z,z,z,z,6,2,2,z,0,0,0,z,z,z,48,52,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage Not known to be FSM eligible,State-funded schools,Total,117,134,38,1,135,62,13,52,16,4,0,z,113,11189,z,z,135,54,14,63,13,4,0,z,117,11579,135,56,12,60,13,5,0,z,115,11329,z,z,134,53,5,52,z,z,z,z,z,z,15,4,5,z,4,1,0,z,z,134,67,65,1,1,28,1,46,10,39,12,3,0,z,99,z,z,z,40,10,47,10,3,0,z,99,41,9,44,10,4,0,z,99,z,z,z,40,4,39,z,z,z,z,z,z,11,3,4,z,3,1,0,z,z,z,50,49,1,1
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British FSM eligible,State-funded schools,Boys,10267,29984,10513,527,30088,14882,2945,12270,2612,182,121,z,26916,2683153,z,z,30085,15472,3360,11794,2494,186,112,z,27250,2746709,30079,16347,2807,10973,2393,228,110,z,27234,2731760,z,z,29989,14720,1346,9945,z,z,z,z,z,z,2635,1030,853,z,657,81,68,z,z,29983,18095,11695,91,102,35,2,49,10,41,9,1,0,z,100,z,z,z,51,11,39,8,1,0,z,101,54,9,36,8,1,0,z,100,z,z,z,49,4,33,z,z,z,z,z,z,9,3,3,z,2,0,0,z,z,z,60,39,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British FSM eligible,State-funded schools,Girls,9930,28543,12521,721,28584,16379,3699,10836,1193,109,41,z,27085,2729919,z,z,28583,18160,4795,9109,1147,110,38,z,27261,2800776,28579,16152,2134,11038,1196,121,45,z,27121,2714440,z,z,28548,18916,2666,7079,z,z,z,z,z,z,1418,423,334,z,326,26,26,z,z,28548,19418,9061,34,35,44,3,57,13,38,4,0,0,z,101,z,z,z,64,17,32,4,0,0,z,103,57,7,39,4,0,0,z,100,z,z,z,66,9,25,z,z,z,z,z,z,5,1,1,z,1,0,0,z,z,z,68,32,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British FSM eligible,State-funded schools,Total,12494,58527,23034,1248,58672,31261,6644,23106,3805,291,162,z,54001,5413072,z,z,58668,33632,8155,20903,3641,296,150,z,54511,5547485,58658,32499,4941,22011,3589,349,155,z,54355,5446200,z,z,58537,33636,4012,17024,z,z,z,z,z,z,4053,1453,1187,z,983,107,94,z,z,58531,37513,20756,125,137,39,2,53,11,39,6,0,0,z,100,z,z,z,57,14,36,6,1,0,z,102,55,8,38,6,1,0,z,100,z,z,z,57,7,29,z,z,z,z,z,z,7,2,2,z,2,0,0,z,z,z,64,35,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British Not known to be FSM eligible,State-funded schools,Boys,14813,178581,109970,14529,178728,131382,44464,42133,4483,360,261,z,173095,18069037,z,z,178711,134365,46986,39372,4169,396,251,z,173708,18268257,178711,138615,45240,35251,3998,435,242,z,173746,18201798,z,z,178597,131896,25660,36411,z,z,z,z,z,z,5768,1884,1330,z,1079,122,107,z,z,178590,149476,28827,142,145,62,8,74,25,24,3,0,0,z,104,z,z,z,75,26,22,2,0,0,z,105,78,25,20,2,0,0,z,105,z,z,z,74,14,20,z,z,z,z,z,z,3,1,1,z,1,0,0,z,z,z,84,16,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British Not known to be FSM eligible,State-funded schools,Girls,14600,171287,118547,19355,171369,136670,54748,32233,1971,262,129,z,168719,17863906,z,z,171351,143528,60657,25389,1874,265,126,z,168905,18084652,171354,133391,36641,35353,2020,303,127,z,168655,17584665,z,z,171300,147153,42843,19924,z,z,z,z,z,z,2420,692,487,z,510,49,65,z,z,171293,149986,21176,59,72,69,11,80,32,19,1,0,0,z,106,z,z,z,84,35,15,1,0,0,z,107,78,21,21,1,0,0,z,104,z,z,z,86,25,12,z,z,z,z,z,z,1,0,0,z,0,0,0,z,z,z,88,12,0,0
201617,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British Not known to be FSM eligible,State-funded schools,Total,15169,349868,228517,33884,350097,268052,99212,74366,6454,622,390,z,341814,35932943,z,z,350062,277893,107643,64761,6043,661,377,z,342613,36352909,350065,272006,81881,70604,6018,738,369,z,342401,35786463,z,z,349897,279049,68503,56335,z,z,z,z,z,z,8188,2576,1817,z,1589,171,172,z,z,349883,299462,50003,201,217,65,10,77,28,21,2,0,0,z,105,z,z,z,79,31,18,2,0,0,z,106,78,23,20,2,0,0,z,105,z,z,z,80,20,16,z,z,z,z,z,z,2,1,1,z,0,0,0,z,z,z,86,14,0,0
201617,Academic year,National,E92000001,England,Final,First language,Known or believed to be English,State-funded schools,Boys,15531,244302,141784,18074,244609,171381,55493,63358,8618,640,440,z,233946,24277984,z,z,244589,176999,61722,58115,8139,683,415,z,235055,24634173,244582,181711,57502,53605,7835,785,398,z,235067,24502763,z,z,244328,172491,32267,53363,z,z,z,z,z,z,9757,3411,2569,z,2282,244,211,z,z,244314,195959,47779,276,300,58,7,70,23,26,4,0,0,z,104,z,z,z,72,25,24,3,0,0,z,105,74,24,22,3,0,0,z,104,z,z,z,71,13,22,z,z,z,z,z,z,4,1,1,z,1,0,0,z,z,z,80,20,0,0
201617,Academic year,National,E92000001,England,Final,First language,Known or believed to be English,State-funded schools,Girls,15383,234430,154561,24174,234586,180141,68989,49897,3760,433,195,z,229671,24169240,z,z,234566,190997,79910,39116,3596,441,187,z,230092,24550562,234565,176054,46947,53749,3835,501,193,z,229623,23832843,z,z,234452,195424,54256,31163,z,z,z,z,z,z,4403,1278,946,z,1044,87,107,z,z,234443,199038,35164,110,131,66,10,77,29,21,2,0,0,z,105,z,z,z,81,34,17,2,0,0,z,107,75,20,23,2,0,0,z,104,z,z,z,83,23,13,z,z,z,z,z,z,2,1,0,z,0,0,0,z,z,z,85,15,0,0
201617,Academic year,National,E92000001,England,Final,First language,Known or believed to be English,State-funded schools,Total,15643,478732,296345,42248,479195,351522,124482,113255,12378,1073,635,z,463617,48447224,z,z,479155,367996,141632,97231,11735,1124,602,z,465147,49184735,479147,357765,104449,107354,11670,1286,591,z,464690,48335606,z,z,478780,367915,86523,84526,z,z,z,z,z,z,14160,4689,3515,z,3326,331,318,z,z,478757,394997,82943,386,431,62,9,73,26,24,3,0,0,z,104,z,z,z,77,30,20,2,0,0,z,106,75,22,22,2,0,0,z,104,z,z,z,77,18,18,z,z,z,z,z,z,3,1,1,z,1,0,0,z,z,z,83,17,0,0
201617,Academic year,National,E92000001,England,Final,First language,Known or believed to be other than English,State-funded schools,Boys,8930,60948,33523,4071,61028,37689,10263,19577,3318,81,326,z,57043,5819953,z,z,61026,45367,19729,12068,3152,85,300,z,57412,6091835,61024,46352,16927,11470,2780,97,268,z,57786,6078230,z,z,60958,42351,7406,12662,z,z,z,z,z,z,2966,1040,692,z,862,118,267,z,z,60960,46554,13994,130,282,55,7,62,17,32,5,0,1,z,102,z,z,z,74,32,20,5,0,0,z,106,76,28,19,5,0,0,z,105,z,z,z,69,12,21,z,z,z,z,z,z,5,2,1,z,1,0,0,z,z,z,76,23,0,0
201617,Academic year,National,E92000001,England,Final,First language,Known or believed to be other than English,State-funded schools,Girls,8627,58069,35851,5658,58131,39467,12710,16221,2081,67,229,z,55529,5738758,z,z,58130,47403,23638,8397,1961,65,224,z,55784,6012754,58129,44235,14138,11744,1772,89,200,z,55947,5853349,z,z,58075,46195,12070,8331,z,z,z,z,z,z,1801,585,389,z,447,98,229,z,z,58073,46919,10819,101,234,62,10,68,22,28,4,0,0,z,103,z,z,z,82,41,14,3,0,0,z,108,76,24,20,3,0,0,z,105,z,z,z,80,21,14,z,z,z,z,z,z,3,1,1,z,1,0,0,z,z,z,81,19,0,0
201617,Academic year,National,E92000001,England,Final,First language,Known or believed to be other than English,State-funded schools,Total,10453,119017,69374,9729,119159,77156,22973,35798,5399,148,555,z,112572,11558711,z,z,119156,92770,43367,20465,5113,150,524,z,113196,12104589,119153,90587,31065,23214,4552,186,468,z,113733,11931579,z,z,119033,88546,19476,20993,z,z,z,z,z,z,4767,1625,1081,z,1309,216,496,z,z,119033,93473,24813,231,516,58,8,65,19,30,5,0,0,z,103,z,z,z,78,36,17,4,0,0,z,107,76,26,19,4,0,0,z,105,z,z,z,74,16,18,z,z,z,z,z,z,4,1,1,z,1,0,0,z,z,z,79,21,0,0
201617,Academic year,National,E92000001,England,Final,First language,Language unclassified,State-funded schools,Boys,602,699,175,27,713,213,67,187,201,0,112,z,394,39340,z,z,713,263,111,137,201,2,110,z,400,41393,713,279,98,148,180,4,102,z,425,43622,z,z,699,226,44,157,z,z,z,z,z,z,65,47,40,z,38,80,46,z,z,699,271,301,81,46,25,4,30,9,26,28,0,16,z,100,z,z,z,37,16,19,28,0,15,z,103,39,14,21,25,1,14,z,103,z,z,z,32,6,22,z,z,z,z,z,z,9,7,6,z,5,11,7,z,z,z,39,43,12,7
201617,Academic year,National,E92000001,England,Final,First language,Language unclassified,State-funded schools,Girls,582,660,195,29,668,239,81,164,153,1,110,z,396,39978,z,z,668,284,117,119,153,1,109,z,401,41831,668,276,64,152,133,1,104,z,428,43577,z,z,660,261,62,119,z,z,z,z,z,z,76,35,27,z,18,76,48,z,z,660,270,264,78,48,30,4,36,12,25,23,0,16,z,101,z,z,z,43,18,18,23,0,16,z,104,41,10,23,20,0,16,z,102,z,z,z,40,9,18,z,z,z,z,z,z,12,5,4,z,3,12,7,z,z,z,41,40,12,7
201617,Academic year,National,E92000001,England,Final,First language,Language unclassified,State-funded schools,Total,1071,1359,370,56,1381,452,148,351,354,1,222,z,790,79318,z,z,1381,547,228,256,354,3,219,z,801,83224,1381,555,162,300,313,5,206,z,853,87199,z,z,1359,487,106,276,z,z,z,z,z,z,141,82,67,z,56,156,94,z,z,1359,541,565,159,94,27,4,33,11,25,26,0,16,z,100,z,z,z,40,17,19,26,0,16,z,104,40,12,22,23,0,15,z,102,z,z,z,36,8,20,z,z,z,z,z,z,10,6,5,z,4,11,7,z,z,z,40,42,12,7
